caldt,totval,spindx,sprtrn
19521201,38688635.10,,
19521202,38780966.60,,
19521203,38737675.80,,
19521204,38575985.00,,
19521205,38620474.20,,
19521208,38830006.00,,
19521209,39085188.60,,
19521210,39149158.40,,
19521211,39123409.40,,
19521212,39260482.10,,
19521215,39265775.80,,
19521216,39318699.70,,
19521217,39278570.10,,
19521218,39261928.10,,
19521219,39457881.00,,
19521222,39689760.50,,
19521223,39534158.80,,
19521224,39544174.40,,
19521226,39589511.20,,
19521229,39802798.00,,
19521230,40070348.60,,
19521231,40315357.10,,
19530102,40281645.90,,
19530105,40451320.20,,
19530106,40084405.20,,
19530107,40020629.60,,
19530108,39968175.50,,
19530109,39421504.80,,
19530112,39264847.40,,
19530113,39504349.40,,
19530114,39582663.80,,
19530115,39678029.20,,
19530116,39499038.00,,
19530119,39481763.50,,
19530120,39678955.10,,
19530121,39613375.10,,
19530122,39671419.50,,
19530123,39589360.50,,
19530126,39523319.40,,
19530127,39567440.90,,
19530128,39700031.10,,
19530129,39816633.10,,
19530130,40072053.00,,
19530202,40248080.40,,
19530203,40287095.10,,
19530204,40102898.10,,
19530205,39367530.60,,
19530206,39177069.40,,
19530209,38984898.10,,
19530210,38879082.50,,
19530211,38927712.10,,
19530213,39080422.20,,
19530216,38932534.20,,
19530217,38707264.00,,
19530218,38690234.90,,
19530219,38835829.80,,
19530220,38926530.40,,
19530224,39125112.80,,
19530225,39350118.20,,
19530226,39412377.00,,
19530227,39358603.50,,
19530302,39387186.20,,
19530303,39500212.90,,
19530304,39159730.60,,
19530305,39170426.40,,
19530306,39250712.40,,
19530309,39238612.40,,
19530310,39362001.20,,
19530311,39678735.60,,
19530312,39689917.80,,
19530313,39762561.90,,
19530316,39854710.80,,
19530317,40000420.90,,
19530318,39854826.90,,
19530319,39826725.40,,
19530320,39769541.20,,
19530323,39555232.00,,
19530324,39761683.90,,
19530325,39651130.90,,
19530326,39432597.40,,
19530327,39483448.00,,
19530330,38878434.50,,
19530331,38399500.50,,
19530401,38347389.00,,
19530402,38325568.60,,
19530406,37365042.20,,
19530407,37521868.00,,
19530408,37853227.50,,
19530409,37769914.40,,
19530410,37636578.60,,
19530413,37605721.90,,
19530414,37752200.10,,
19530415,37900477.50,,
19530416,37829296.20,,
19530417,37390861.10,,
19530420,37552567.80,,
19530421,37471971.00,,
19530422,37127853.90,,
19530423,36723664.90,,
19530424,36762068.80,,
19530427,36963710.60,,
19530428,37246748.40,,
19530429,37478695.90,,
19530430,37382725.80,,
19530501,37555556.40,,
19530504,37955816.20,,
19530505,38012486.90,,
19530506,37978542.10,,
19530507,37804376.90,,
19530508,37902808.60,,
19530511,37823809.90,,
19530512,37564708.80,,
19530513,37552758.80,,
19530514,37740690.80,,
19530515,37746194.50,,
19530518,37616737.20,,
19530519,37538139.20,,
19530520,37981162.90,,
19530521,38088257.90,,
19530522,38048758.40,,
19530525,37995664.50,,
19530526,37823042.20,,
19530527,37456938.20,,
19530528,37168941.80,,
19530529,37299755.80,,
19530601,36685980.60,,
19530602,36800133.20,,
19530603,36731219.20,,
19530604,36509663.20,,
19530605,36601941.80,,
19530608,36487890.90,,
19530609,35830843.80,,
19530610,35770478.60,,
19530611,36087757.10,,
19530612,36196129.00,,
19530615,35875056.20,,
19530616,35775396.60,,
19530617,36234080.60,,
19530618,36250838.90,,
19530619,36229188.80,,
19530622,36604944.40,,
19530623,36464263.60,,
19530624,36413946.40,,
19530625,36573424.80,,
19530626,36599346.50,,
19530629,36489440.80,,
19530630,36494598.60,,
19530701,36666669.90,,
19530702,36765936.50,,
19530703,36839770.20,,
19530706,36715623.20,,
19530707,37075271.80,,
19530708,37067781.10,,
19530709,36906957.90,,
19530710,36916322.90,,
19530713,36534131.90,,
19530714,36405238.60,,
19530715,36506244.50,,
19530716,36555387.50,,
19530717,36805476.50,,
19530720,36623436.10,,
19530721,36522550.80,,
19530722,36576185.90,,
19530723,36663214.50,,
19530724,36660404.20,,
19530727,36403521.60,,
19530728,36464675.00,,
19530729,36672249.40,,
19530730,37028795.00,,
19530731,37427558.50,,
19530803,37558048.90,,
19530804,37465134.90,,
19530805,37332868.20,,
19530806,37503712.20,,
19530807,37464482.70,,
19530810,37415527.20,,
19530811,37356620.00,,
19530812,37451227.90,,
19530813,37388536.40,,
19530814,37210603.70,,
19530817,37107069.80,,
19530818,36957592.90,,
19530819,36729006.20,,
19530820,36705016.90,,
19530821,36777770.50,,
19530824,36370125.90,,
19530825,36136826.00,,
19530826,36023707.60,,
19530827,35895882.80,,
19530828,35836019.90,,
19530831,35178263.00,,
19530901,35344162.60,,
19530902,35543804.70,,
19530903,35470757.60,,
19530904,35542693.80,,
19530908,35621269.60,,
19530909,35672170.50,,
19530910,35255516.90,,
19530911,34868392.00,,
19530914,34220293.20,,
19530915,34591863.00,,
19530916,34765225.00,,
19530917,34843204.10,,
19530918,34647948.60,,
19530921,34555679.10,,
19530922,35039808.40,,
19530923,35082293.00,,
19530924,35101753.60,,
19530925,34992355.40,,
19530928,35415841.00,,
19530929,35462810.60,,
19530930,35247353.20,,
19531001,35459739.90,,
19531002,35590775.40,,
19531005,35428920.90,,
19531006,35291677.60,,
19531007,35592125.40,,
19531008,35642332.20,,
19531009,35694841.90,,
19531013,35568179.20,,
19531014,35738468.50,,
19531015,36159247.40,,
19531016,36437385.40,,
19531019,36478442.60,,
19531020,36497569.60,,
19531021,36526133.60,,
19531022,36670332.00,,
19531023,36591800.20,,
19531026,36670806.80,,
19531027,36581313.80,,
19531028,36643347.50,,
19531029,37075748.40,,
19531030,37002888.10,,
19531102,37187494.80,,
19531104,36960411.40,,
19531105,37177676.40,,
19531106,37129960.20,,
19531109,37019309.60,,
19531110,36765997.10,,
19531112,36898412.60,,
19531113,37010219.40,,
19531116,36763900.00,,
19531117,36575581.90,,
19531118,36643994.80,,
19531119,36798572.10,,
19531120,36859340.10,,
19531123,36728380.00,,
19531124,36944687.90,,
19531125,36970700.60,,
19531127,37184746.00,,
19531130,37368452.20,,
19531201,37385285.80,,
19531202,37627755.40,,
19531203,37652601.80,,
19531204,37659839.20,,
19531207,37606442.80,,
19531208,37469504.60,,
19531209,37309399.00,,
19531210,37335531.80,,
19531211,37285840.20,,
19531214,37185515.60,,
19531215,37212320.10,,
19531216,37589219.80,,
19531217,37559148.40,,
19531218,37619890.10,,
19531221,37564659.60,,
19531222,37269344.10,,
19531223,37169444.20,,
19531224,37367245.50,,
19531228,37189112.40,,
19531229,36942749.10,,
19531230,37244044.90,,
19531231,37601343.10,,
19540104,37820343.60,,
19540105,38056665.00,,
19540106,38108580.80,,
19540107,38023074.80,,
19540108,37817092.50,,
19540111,37620574.60,,
19540112,37823228.90,,
19540113,38044734.60,,
19540114,38240359.10,,
19540115,38588255.80,,
19540118,38587107.40,,
19540119,38981031.50,,
19540120,39075661.10,,
19540121,39122598.50,,
19540122,39238965.50,,
19540125,39343176.50,,
19540126,39593112.60,,
19540127,39476807.90,,
19540128,39479061.40,,
19540129,39598963.10,,
19540201,39450023.40,,
19540202,39340087.90,,
19540203,39490084.00,,
19540204,39790884.20,,
19540205,39941366.00,,
19540208,39826951.20,,
19540209,39732069.20,,
19540210,39689112.10,,
19540211,39577581.90,,
19540212,39682480.60,,
19540215,39524846.60,,
19540216,39203796.20,,
19540217,39283737.80,,
19540218,39427850.60,,
19540219,39370690.20,,
19540223,39237801.40,,
19540224,39219953.50,,
19540225,39341412.50,,
19540226,39691751.20,,
19540301,39826358.00,,
19540302,39943349.50,,
19540303,39943155.50,,
19540304,40088168.20,,
19540305,40246085.50,,
19540308,40129245.40,,
19540309,40209890.60,,
19540310,40308520.90,,
19540311,40362119.60,,
19540312,40479867.40,,
19540315,40288674.60,,
19540316,40264664.50,,
19540317,40364905.20,,
19540318,40555359.40,,
19540319,40657673.50,,
19540322,40614122.00,,
19540323,40337770.10,,
19540324,40128318.00,,
19540325,40042913.10,,
19540326,40236287.80,,
19540329,40376691.80,,
19540330,40420100.90,,
19540331,40819920.20,,
19540401,41154775.00,,
19540402,41211671.40,,
19540405,41255048.90,,
19540406,40882918.90,,
19540407,41049756.60,,
19540408,41463879.20,,
19540409,41726314.50,,
19540412,41742085.90,,
19540413,41845342.90,,
19540414,42143168.40,,
19540415,42302379.20,,
19540419,42012990.20,,
19540420,43162934.20,,
19540421,42219910.20,,
19540422,42288396.20,,
19540423,42435338.20,,
19540426,42588338.10,,
19540427,42238301.40,,
19540428,42438837.00,,
19540429,43077304.80,,
19540430,43180701.50,,
19540503,43123559.80,,
19540504,43256890.80,,
19540505,43279558.50,,
19540506,43589281.20,,
19540507,43811126.90,,
19540510,43773911.80,,
19540511,43564696.50,,
19540512,43902334.00,,
19540513,43675093.10,,
19540514,44034317.50,,
19540517,44084220.50,,
19540518,44112390.00,,
19540519,43905253.90,,
19540520,44092510.40,,
19540521,44337154.40,,
19540524,44359245.90,,
19540525,44263617.90,,
19540526,44598836.80,,
19540527,44422496.00,,
19540528,44645695.10,,
19540601,44628391.50,,
19540602,44590275.40,,
19540603,44578277.10,,
19540604,44494018.50,,
19540607,44439371.20,,
19540608,43426792.90,,
19540609,43152852.50,,
19540610,43428600.90,,
19540611,43816739.80,,
19540614,43867109.60,,
19540615,44211989.10,,
19540616,44523679.50,,
19540617,44421615.00,,
19540618,44468060.20,,
19540621,44568289.00,,
19540622,44586547.90,,
19540623,44666307.10,,
19540624,44878586.20,,
19540625,44798373.60,,
19540628,44903388.10,,
19540629,45109990.50,,
19540630,44761560.10,,
19540701,44789743.60,,
19540702,45345961.90,,
19540706,45851764.60,,
19540707,45926002.90,,
19540708,45873580.60,,
19540709,46179741.20,,
19540712,46171240.80,,
19540713,46018665.10,,
19540714,46143184.00,,
19540715,46298107.00,,
19540716,46094260.60,,
19540719,45975664.20,,
19540720,45748678.80,,
19540721,46046279.40,,
19540722,46430941.60,,
19540723,46491356.20,,
19540726,46524859.60,,
19540727,46823621.10,,
19540728,46921948.10,,
19540729,47061150.90,,
19540730,47347890.90,,
19540802,47499191.60,,
19540803,47432321.00,,
19540804,47364396.40,,
19540805,47172080.40,,
19540806,46590323.80,,
19540809,46174756.40,,
19540810,46567945.00,,
19540811,47094296.80,,
19540812,46905678.20,,
19540813,46861546.10,,
19540816,47614721.80,,
19540817,47717832.90,,
19540818,47674037.90,,
19540819,47759579.90,,
19540820,47839954.40,,
19540823,47522694.60,,
19540824,47306413.60,,
19540825,46971887.40,,
19540826,46850262.20,,
19540827,46933811.00,,
19540830,46511401.10,,
19540831,45702419.40,,
19540901,46024392.50,,
19540902,46354922.40,,
19540903,46737848.50,,
19540907,46970815.60,,
19540908,46999469.90,,
19540909,47064539.80,,
19540910,47265353.10,,
19540913,47681588.60,,
19540914,47935298.10,,
19540915,47919083.80,,
19540916,48182553.40,,
19540917,48538371.20,,
19540920,48327754.60,,
19540921,48665167.60,,
19540922,48995916.20,,
19540923,49250943.80,,
19540924,49603426.80,,
19540927,49770201.00,,
19540928,49972808.50,,
19540929,49691629.80,,
19540930,49399184.80,,
19541001,49404731.90,,
19541004,49661415.50,,
19541005,49909744.10,,
19541006,50089909.00,,
19541007,49987361.40,,
19541008,49966210.50,,
19541011,49566530.90,,
19541012,49384210.50,,
19541013,49392765.80,,
19541014,48797753.20,,
19541015,48574000.80,,
19541018,48741207.90,,
19541019,48899079.80,,
19541020,48492872.20,,
19541021,49215776.80,,
19541022,49228912.60,,
19541025,48938847.40,,
19541026,48907377.00,,
19541027,49019200.00,,
19541028,48826342.10,,
19541029,48477471.10,,
19541101,48660242.60,,
19541103,49664973.00,,
19541104,50265875.80,,
19541105,50070864.50,,
19541108,50572792.00,,
19541109,50683647.90,,
19541110,50808052.40,,
19541111,51266556.00,,
19541112,51400782.00,,
19541115,51273531.90,,
19541116,51429464.60,,
19541117,51552143.80,,
19541118,51251497.90,,
19541119,51279125.00,,
19541122,51487773.40,,
19541123,52222703.90,,
19541124,52448106.10,,
19541126,52950732.40,,
19541129,52958139.60,,
19541130,52487203.90,,
19541201,52086634.60,,
19541202,52390698.90,,
19541203,52887032.80,,
19541206,53308445.20,,
19541207,53566522.10,,
19541208,53482090.80,,
19541209,53214891.80,,
19541210,53031195.60,,
19541213,53067257.50,,
19541214,52705880.00,,
19541215,53052609.40,,
19541216,53596300.50,,
19541217,53790526.40,,
19541220,54255088.60,,
19541221,54343698.10,,
19541222,54264076.00,,
19541223,54335449.00,,
19541227,53890973.60,,
19541228,54411979.30,,
19541229,54910113.40,,
19541230,54887799.00,,
19541231,56080951.80,,
19550103,57251898.10,,
19550104,56760386.90,,
19550105,55364241.20,,
19550106,54608115.20,,
19550107,55117027.40,,
19550110,55838619.40,,
19550111,55618575.00,,
19550112,55483498.00,,
19550113,55223056.80,,
19550114,54991948.00,,
19550117,53876774.10,,
19550118,54229296.10,,
19550119,54478033.60,,
19550120,54732807.80,,
19550121,55215648.10,,
19550124,55338228.00,,
19550125,55315669.90,,
19550126,55946324.40,,
19550127,56042166.20,,
19550128,56288209.80,,
19550131,56969739.40,,
19550201,56804318.70,,
19550202,56927958.50,,
19550203,56661655.10,,
19550204,57436291.30,,
19550207,57271071.80,,
19550208,57108536.20,,
19550209,57476992.60,,
19550210,58014648.60,,
19550211,58112470.20,,
19550214,57741945.40,,
19550215,57751318.60,,
19550216,57566105.90,,
19550217,57677073.80,,
19550218,57777669.60,,
19550221,57732767.20,,
19550223,57689725.20,,
19550224,57400981.40,,
19550225,57313274.40,,
19550228,57600054.50,,
19550301,57749698.20,,
19550302,58260639.60,,
19550303,58475185.60,,
19550304,58806582.00,,
19550307,58470736.40,,
19550308,57343032.60,,
19550309,56803746.10,,
19550310,57148157.80,,
19550311,56168387.20,,
19550314,54816956.80,,
19550315,55988103.50,,
19550316,56406687.90,,
19550317,56607185.60,,
19550318,56696452.40,,
19550321,56338937.50,,
19550322,56681377.40,,
19550323,57430058.10,,
19550324,57892642.50,,
19550325,57949227.60,,
19550328,57767866.10,,
19550329,57813217.00,,
19550330,57263821.10,,
19550331,57378250.00,,
19550401,57933910.20,,
19550404,57757749.50,,
19550405,58021356.80,,
19550406,58288635.40,,
19550407,58585664.90,,
19550411,58739688.60,,
19550412,59109167.90,,
19550413,59198513.00,,
19550414,59296497.60,,
19550415,59585311.90,,
19550418,60059874.60,,
19550419,59086325.10,,
19550420,59747305.00,,
19550421,60043271.50,,
19550422,59665719.40,,
19550425,59825053.50,,
19550426,60144478.20,,
19550427,59826675.50,,
19550428,59173474.90,,
19550429,59609412.80,,
19550502,59714125.10,,
19550503,59169956.20,,
19550504,59087232.10,,
19550505,59377626.20,,
19550506,59510631.60,,
19550509,59561694.60,,
19550510,59419677.00,,
19550511,58728708.20,,
19550512,58416326.80,,
19550513,58792944.80,,
19550516,58127215.10,,
19550517,58027771.60,,
19550518,58531778.10,,
19550519,58839661.60,,
19550520,59270971.80,,
19550523,58800585.60,,
19550524,58784683.40,,
19550525,59015445.00,,
19550526,59042312.00,,
19550527,59521250.00,,
19550531,59515827.10,,
19550601,59613294.50,,
19550602,59820367.50,,
19550603,60308120.00,,
19550606,60753487.50,,
19550607,61179753.40,,
19550608,61564278.90,,
19550609,61212832.40,,
19550610,61610141.20,,
19550613,62178505.40,,
19550614,62090238.20,,
19550615,62556251.10,,
19550616,62689757.60,,
19550617,62885866.40,,
19550620,62933709.60,,
19550621,63361444.40,,
19550622,63687581.60,,
19550623,63899740.10,,
19550624,64204877.50,,
19550627,64265627.20,,
19550628,63888358.00,,
19550629,63924542.80,,
19550630,64288556.80,,
19550701,64479192.00,,
19550705,65278981.80,,
19550706,67509386.50,,
19550707,66562111.10,,
19550708,66634720.90,,
19550711,66960902.60,,
19550712,66866783.20,,
19550713,66068602.40,,
19550714,66084271.50,,
19550715,66318426.50,,
19550718,66235692.60,,
19550719,65830009.00,,
19550720,66027824.20,,
19550721,66722195.10,,
19550722,67295400.00,,
19550725,68015267.90,,
19550726,68148973.20,,
19550727,68405905.90,,
19550728,68055673.40,,
19550729,68016870.20,,
19550801,67114926.40,,
19550802,67082538.00,,
19550803,67353745.50,,
19550804,66208537.40,,
19550805,66408385.90,,
19550808,66118767.90,,
19550809,65245182.80,,
19550810,65228357.80,,
19550811,65871426.00,,
19550812,65992634.60,,
19550815,65909690.40,,
19550816,64955748.90,,
19550817,65505733.20,,
19550818,65458166.10,,
19550819,65692467.90,,
19550822,65679035.10,,
19550823,66551255.50,,
19550824,66641641.90,,
19550825,66907729.40,,
19550826,67195757.10,,
19550829,67146362.90,,
19550830,67062300.40,,
19550831,67451435.10,,
19550901,67739367.40,,
19550902,68058218.90,,
19550906,68501943.10,,
19550907,68531002.40,,
19550908,68553941.60,,
19550909,68595016.80,,
19550912,69058580.20,,
19550913,69964361.80,,
19550914,70179541.40,,
19550915,69918338.10,,
19550916,70459576.60,,
19550919,70514830.00,,
19550920,70481181.40,,
19550921,70861460.00,,
19550922,70860898.80,,
19550923,71246373.80,,
19550926,66530153.40,,
19550927,68100680.90,,
19550928,69120134.90,,
19550929,68680386.80,,
19550930,68133842.90,,
19551003,66298713.80,,
19551004,66801981.50,,
19551005,67064688.60,,
19551006,66634283.90,,
19551007,63546675.00,,
19551010,64206936.50,,
19551011,63671099.80,,
19551012,64804754.60,,
19551013,64587583.20,,
19551014,64320216.10,,
19551017,64534463.10,,
19551018,64956578.20,,
19551019,65642249.10,,
19551020,66458788.90,,
19551021,66444227.20,,
19551024,66940232.90,,
19551025,66494318.10,,
19551026,65965234.80,,
19551027,65751368.50,,
19551028,66088811.10,,
19551031,66027250.50,,
19551101,66009061.80,,
19551102,65836353.40,,
19551103,67475028.10,,
19551104,68574797.40,,
19551107,68879988.90,,
19551109,69620086.00,,
19551110,69784643.50,,
19551111,70615349.60,,
19551114,72399922.20,,
19551115,72111155.50,,
19551116,71640465.00,,
19551117,71150842.60,,
19551118,70998152.20,,
19551121,70510747.10,,
19551122,71202549.10,,
19551123,71304853.00,,
19551125,71322067.90,,
19551128,70825991.00,,
19551129,71106681.80,,
19551130,71047278.10,,
19551201,70787646.90,,
19551202,70913819.20,,
19551205,71321246.00,,
19551206,71340986.80,,
19551207,71067928.20,,
19551208,71484298.50,,
19551209,71576084.90,,
19551212,70409893.50,,
19551213,70869602.20,,
19551214,70291341.20,,
19551215,70258111.50,,
19551216,70382536.40,,
19551219,70184929.00,,
19551220,70104468.80,,
19551221,70719409.50,,
19551222,70802889.40,,
19551223,70931809.00,,
19551227,70536583.50,,
19551228,70264951.10,,
19551229,70413079.90,,
19551230,71347306.60,,
19560103,70851311.00,,
19560104,70577644.20,,
19560105,70509010.10,,
19560106,70798699.80,,
19560109,69819308.90,,
19560110,69281835.40,,
19560111,69672587.60,,
19560112,70208529.80,,
19560113,70091921.80,,
19560116,69262875.20,,
19560117,69743426.90,,
19560118,69263387.60,,
19560119,68554544.00,,
19560120,67798111.50,,
19560123,67617423.40,,
19560124,68493431.10,,
19560125,68598481.50,,
19560126,68055294.40,,
19560127,68003100.90,,
19560130,68234370.50,,
19560131,68758875.20,,
19560201,69076906.60,,
19560202,69359602.00,,
19560203,70228348.40,,
19560206,70245066.10,,
19560207,69948879.50,,
19560208,69223001.20,,
19560209,68507478.60,,
19560210,68440463.10,,
19560213,68344266.40,,
19560214,68148138.20,,
19560215,69107493.60,,
19560216,68758015.20,,
19560217,69871107.80,,
19560220,69778645.00,,
19560221,69880189.80,,
19560223,70549244.20,,
19560224,71120194.00,,
19560227,71045748.80,,
19560228,71255409.00,,
19560229,71164930.10,,
19560301,71478521.40,,
19560302,71897307.40,,
19560305,72305234.60,,
19560306,72262779.40,,
19560307,72213512.50,,
19560308,72403645.10,,
19560309,73308296.60,,
19560312,73984520.80,,
19560313,73895488.60,,
19560314,74610399.50,,
19560315,75328569.20,,
19560316,75538533.90,,
19560319,76215271.10,,
19560320,76632164.20,,
19560321,75675998.40,,
19560322,76446569.00,,
19560323,76616583.20,,
19560326,76311036.20,,
19560327,75706956.90,,
19560328,76098767.60,,
19560329,76102491.90,,
19560402,76431972.20,,
19560403,76123796.10,,
19560404,76579020.60,,
19560405,76212231.00,,
19560406,76624355.50,,
19560409,76254752.90,,
19560410,75154943.40,,
19560411,75777969.10,,
19560412,75336495.20,,
19560413,75233629.00,,
19560416,75285745.60,,
19560417,75248781.60,,
19560418,74634256.50,,
19560419,74704819.20,,
19560420,75021919.80,,
19560423,74892336.40,,
19560424,74290895.20,,
19560425,74038289.50,,
19560426,74640210.90,,
19560427,75402480.90,,
19560430,75994060.10,,
19560501,75651858.60,,
19560502,75637045.20,,
19560503,75951457.90,,
19560504,76195679.20,,
19560507,75771099.60,,
19560508,75480784.90,,
19560509,75383463.10,,
19560510,74166630.40,,
19560511,74084201.20,,
19560514,73352847.40,,
19560515,72884414.10,,
19560516,72414494.10,,
19560517,73261768.00,,
19560518,72943190.50,,
19560521,72287588.50,,
19560522,71149712.40,,
19560523,70765754.50,,
19560524,70083100.40,,
19560525,70118882.90,,
19560528,69269524.00,,
19560529,70885434.10,,
19560531,70980257.60,,
19560601,71556197.70,,
19560604,71971378.80,,
19560605,71981949.20,,
19560606,71651224.80,,
19560607,72130140.20,,
19560608,70867879.60,,
19560611,71754220.40,,
19560612,72743110.80,,
19560613,72836301.90,,
19560614,72681825.90,,
19560615,72787115.10,,
19560618,72465345.50,,
19560619,72417055.40,,
19560620,72814017.80,,
19560621,73285830.40,,
19560622,73105688.90,,
19560625,72796952.90,,
19560626,73279351.70,,
19560627,73817695.50,,
19560628,73902025.90,,
19560629,73660638.90,,
19560702,73572993.80,,
19560703,74163059.00,,
19560705,74912804.40,,
19560706,75288554.20,,
19560709,75594096.40,,
19560710,76031393.20,,
19560711,76281447.20,,
19560712,76061922.60,,
19560713,76327247.50,,
19560716,76958445.10,,
19560717,77235779.10,,
19560718,77222813.20,,
19560719,77218993.90,,
19560720,77294833.10,,
19560723,76423354.90,,
19560724,77273063.60,,
19560725,77486491.00,,
19560726,77525546.50,,
19560727,76908651.10,,
19560730,76772997.90,,
19560731,77389230.10,,
19560801,77430450.50,,
19560802,77902099.10,,
19560803,77739757.90,,
19560806,76495854.90,,
19560807,76993422.50,,
19560808,77244659.80,,
19560809,77237786.60,,
19560810,76868261.90,,
19560813,76063345.10,,
19560814,76551411.20,,
19560815,76601864.10,,
19560816,76487522.60,,
19560817,76393914.00,,
19560820,75507317.20,,
19560821,74925373.10,,
19560822,74225152.20,,
19560823,75117574.90,,
19560824,75033795.90,,
19560827,74562703.40,,
19560828,74409439.80,,
19560829,74104338.10,,
19560830,73431890.90,,
19560831,74291102.40,,
19560904,74881782.40,,
19560905,75087054.10,,
19560906,75192330.60,,
19560907,74731188.20,,
19560910,74351803.40,,
19560911,74060418.90,,
19560912,73563907.20,,
19560913,73452004.10,,
19560914,73854869.80,,
19560917,73810879.90,,
19560918,73177773.90,,
19560919,72338992.90,,
19560920,72296572.90,,
19560921,72904952.80,,
19560924,72595766.90,,
19560925,71561362.00,,
19560926,71705104.60,,
19560927,71328530.20,,
19560928,70967696.40,,
19561001,69942967.80,,
19561002,71241047.90,,
19561003,72459753.50,,
19561004,72426744.40,,
19561005,72722969.20,,
19561008,72714384.40,,
19561009,72316647.90,,
19561010,73366354.60,,
19561011,73266699.10,,
19561012,73571190.90,,
19561015,73367418.00,,
19561016,72984645.60,,
19561017,72436371.90,,
19561018,72545850.50,,
19561019,72442844.80,,
19561022,72411786.00,,
19561023,71959660.50,,
19561024,71939226.90,,
19561025,71807622.00,,
19561026,72559539.00,,
19561029,72627189.20,,
19561030,72571919.80,,
19561031,71343659.80,,
19561101,72781954.20,,
19561102,71759351.60,,
19561105,74466835.90,,
19561107,73712682.40,,
19561108,73131799.40,,
19561109,72506150.00,,
19561112,72755667.20,,
19561113,72403527.00,,
19561114,71933225.10,,
19561115,71550892.80,,
19561116,71591391.40,,
19561119,70866148.00,,
19561120,70261241.50,,
19561121,69918777.60,,
19561123,70657990.90,,
19561126,70242891.80,,
19561127,70284085.90,,
19561128,69541207.10,,
19561129,69466870.90,,
19561130,70545824.20,,
19561203,71926302.20,,
19561204,71674454.10,,
19561205,72522696.10,,
19561206,73252571.40,,
19561207,73616318.70,,
19561210,73181349.50,,
19561211,72670483.80,,
19561212,72107655.80,,
19561213,72732711.90,,
19561214,72747667.40,,
19561217,72734705.20,,
19561218,72754996.40,,
19561219,72571268.40,,
19561220,72008970.40,,
19561221,72499067.20,,
19561226,72509863.90,,
19561227,72457337.00,,
19561228,72783471.20,,
19561231,73906764.00,,
19570102,73182361.80,,
19570103,73798244.80,,
19570104,73901029.20,,
19570107,73572587.90,,
19570108,73304976.80,,
19570109,73130567.80,,
19570110,73351784.40,,
19570111,73202793.90,,
19570114,72660195.00,,
19570115,71603836.60,,
19570116,71682133.10,,
19570117,71683339.50,,
19570118,70732332.60,,
19570121,70378761.00,,
19570122,70327154.20,,
19570123,71079297.60,,
19570124,71328881.90,,
19570125,70986777.10,,
19570128,70480986.40,,
19570129,70777396.00,,
19570130,71152315.40,,
19570131,70834520.50,,
19570201,70647070.00,,
19570204,70555953.30,,
19570205,69530278.50,,
19570206,69456868.10,,
19570207,69110335.20,,
19570208,68643712.50,,
19570211,67434696.10,,
19570212,67159969.00,,
19570213,68198987.90,,
19570214,68101858.10,,
19570215,68925957.50,,
19570218,68591277.30,,
19570219,68874041.20,,
19570220,68942075.60,,
19570221,68849424.00,,
19570225,68571963.50,,
19570226,68801524.00,,
19570227,68773512.50,,
19570228,68532508.90,,
19570301,173146007.00,,
19570304,174166889.00,,
19570305,174861998.00,,
19570306,175322018.00,,
19570307,174852435.00,,
19570308,174253606.00,,
19570311,173209228.00,,
19570312,173106971.00,,
19570313,174206116.00,,
19570314,174382370.00,,
19570315,174589409.00,,
19570318,173880435.00,,
19570319,174529377.00,,
19570320,174759900.00,,
19570321,174887900.00,,
19570322,174566999.00,,
19570325,173901723.00,,
19570326,174203278.00,,
19570327,174762819.00,,
19570328,175314778.00,,
19570329,175073435.00,,
19570401,175124321.00,,
19570402,176295133.00,,
19570403,176904040.00,,
19570404,176468306.00,,
19570405,176635557.00,,
19570408,176786870.00,,
19570409,178393095.00,,
19570410,179310848.00,,
19570411,179307067.00,,
19570412,179923161.00,,
19570415,179487451.00,,
19570416,179869257.00,,
19570417,180334654.00,,
19570418,181649390.00,,
19570422,181853060.00,,
19570423,182829152.00,,
19570424,183095438.00,,
19570425,182459046.00,,
19570426,182296305.00,,
19570429,183127539.00,,
19570430,183265643.00,,
19570501,183845453.00,,
19570502,185801125.00,,
19570503,185610978.00,,
19570506,185333267.00,,
19570507,184814794.00,,
19570508,185425996.00,,
19570509,185723593.00,,
19570510,186528426.00,,
19570513,187914975.00,,
19570514,186979505.00,,
19570515,187508122.00,,
19570516,188247522.00,,
19570517,188802966.00,,
19570520,189381265.00,,
19570521,189624435.00,,
19570522,188952125.00,,
19570523,188791387.00,,
19570524,189033702.00,,
19570527,187302077.00,,
19570528,186951120.00,,
19570529,188457926.00,,
19570531,189586695.00,,
19570603,189327560.00,,
19570604,189018764.00,,
19570605,188802588.00,,
19570606,190150513.00,,
19570607,190352464.00,,
19570610,189301349.00,,
19570611,191636714.00,,
19570612,191979500.00,,
19570613,191597073.00,,
19570614,192422015.00,,
19570617,192890287.00,,
19570618,191852856.00,,
19570619,190223283.00,,
19570620,188997298.00,,
19570621,187917988.00,,
19570624,186415407.00,,
19570625,187964111.00,,
19570626,187659212.00,,
19570627,188426104.00,,
19570628,188909079.00,,
19570701,188627573.00,,
19570702,190866667.00,,
19570703,192587772.00,,
19570705,194203508.00,,
19570708,194674584.00,,
19570709,194354116.00,,
19570710,195820957.00,,
19570711,195094505.00,,
19570712,195986787.00,,
19570715,196191606.00,,
19570716,195110436.00,,
19570717,193929129.00,,
