caldt,totval,spindx,sprtrn
19711112,467276425.00,92.12,0.000000
19711115,465655968.00,91.81,-0.003365
19711116,470257887.00,92.71,0.009803
19711117,471063877.00,92.85,0.001510
19711118,467473770.00,92.13,-0.007754
19711119,464753576.00,91.61,-0.005644
19711122,460569736.00,90.79,-0.008951
19711123,457293418.00,90.16,-0.006939
19711124,458130340.00,90.33,0.001886
19711126,466361629.00,91.94,0.017824
19711129,473825116.00,93.41,0.015989
19711130,476754849.00,93.99,0.006209
19711201,484622949.00,95.54,0.016491
19711202,486129869.00,95.84,0.003140
19711203,492260054.00,97.06,0.012730
19711206,489499458.00,96.51,-0.005667
19711207,491369455.00,96.87,0.003730
19711208,491648936.00,96.92,0.000516
19711209,492062849.00,96.96,0.000413
19711210,495804769.00,97.69,0.007529
19711213,497308482.00,97.97,0.002866
19711214,495680792.00,97.67,-0.003062
19711215,500150821.00,98.54,0.008908
19711216,506324759.00,99.74,0.012178
19711217,508977462.00,100.26,0.005214
19711220,515550022.00,101.55,0.012867
19711221,516842154.00,101.80,0.002462
19711222,513742732.00,101.18,-0.006090
19711223,511437645.00,100.74,-0.004349
19711227,512523529.00,100.95,0.002085
19711228,517277228.00,101.95,0.009906
19711229,518844169.00,102.21,0.002550
19711230,516701352.00,101.78,-0.004207
19711231,526495908.00,102.09,0.003046
19720103,524201760.00,101.67,-0.004114
19720104,526353496.00,102.09,0.004131
19720105,531264118.00,103.07,0.009599
19720106,533520404.00,103.51,0.004269
19720107,533378032.00,103.47,-0.000386
19720110,532629216.00,103.32,-0.001450
19720111,534333895.00,103.65,0.003194
19720112,534080869.00,103.59,-0.000579
19720113,530964175.00,102.99,-0.005792
19720114,533026319.00,103.39,0.003884
19720117,534618449.00,103.70,0.002998
19720118,536411442.00,104.05,0.003375
19720119,535543759.00,103.88,-0.001634
19720120,535744450.00,103.88,0.000000
19720121,534655804.00,103.65,-0.002214
19720124,529124955.00,102.57,-0.010420
19720125,530146050.00,102.78,0.002047
19720126,528699334.00,102.50,-0.002724
19720127,533794514.00,103.50,0.009756
19720128,537147339.00,104.16,0.006377
19720131,535658341.00,103.94,-0.002112
19720201,536315106.00,104.01,0.000673
19720202,539779339.00,104.68,0.006442
19720203,539599790.00,104.64,-0.000382
19720204,540750187.00,104.86,0.002102
19720207,539093899.00,104.54,-0.003052
19720208,540147191.00,104.74,0.001913
19720209,544390450.00,105.55,0.007733
19720210,544601880.00,105.59,0.000379
19720211,541996530.00,105.08,-0.004830
19720214,539443679.00,104.59,-0.004663
19720215,541695191.00,105.03,0.004207
19720216,544741808.00,105.62,0.005617
19720217,544468541.00,105.59,-0.000284
19720218,542873910.00,105.28,-0.002936
19720222,542809571.00,105.29,0.000095
19720223,543230295.00,105.38,0.000855
19720224,543570192.00,105.45,0.000664
19720225,547362547.00,106.18,0.006923
19720228,547556431.00,106.19,0.000094
19720229,549602845.00,106.57,0.003578
19720301,553677101.00,107.35,0.007319
19720302,553537550.00,107.32,-0.000279
19720303,556722060.00,107.94,0.005777
19720306,561069916.00,108.77,0.007689
19720307,561571414.00,108.87,0.000919
19720308,562002378.00,108.96,0.000827
19720309,561907474.00,108.94,-0.000184
19720310,558991897.00,108.37,-0.005232
19720313,553626581.00,107.33,-0.009597
19720314,555101548.00,107.61,0.002609
19720315,555772930.00,107.75,0.001301
19720316,554562770.00,107.50,-0.002320
19720317,556704603.00,107.92,0.003907
19720320,554955784.00,107.59,-0.003058
19720321,550304047.00,106.69,-0.008365
19720322,551086654.00,106.84,0.001406
19720323,555839368.00,107.75,0.008517
19720324,554615861.00,107.52,-0.002135
19720327,553514077.00,107.30,-0.002046
19720328,552884270.00,107.17,-0.001212
19720329,549313599.00,106.49,-0.006345
19720330,552973875.00,107.20,0.006667
19720403,554442639.00,107.48,0.002612
19720404,557678517.00,108.12,0.005955
19720405,562257814.00,109.00,0.008139
19720406,564492948.00,109.42,0.003853
19720407,564624892.00,109.62,0.001828
19720410,564612841.00,109.45,-0.001551
19720411,566234241.00,109.76,0.002832
19720412,568389513.00,110.18,0.003827
19720413,566969112.00,109.91,-0.002451
19720414,566592340.00,109.84,-0.000637
19720417,564823860.00,109.51,-0.003004
19720418,566155563.00,109.77,0.002374
19720419,563318950.00,109.20,-0.005193
19720420,562400647.00,109.04,-0.001465
19720421,561672921.00,108.89,-0.001376
19720424,558042195.00,108.19,-0.006429
19720425,552591835.00,107.12,-0.009890
19720426,551440528.00,106.89,-0.002147
19720427,552309587.00,107.05,0.001497
19720428,555549856.00,107.67,0.005792
19720501,550452822.00,106.69,-0.009102
19720502,547198363.00,106.08,-0.005717
19720503,546665944.00,105.99,-0.000848
19720504,548005513.00,106.25,0.002453
19720505,550019129.00,106.63,0.003576
19720508,547568317.00,106.14,-0.004595
19720509,540282042.00,104.74,-0.013190
19720510,543779042.00,105.42,0.006492
19720511,545672887.00,105.77,0.003320
19720512,548831951.00,106.38,0.005767
19720515,551295603.00,106.86,0.004512
19720516,550140240.00,106.66,-0.001872
19720517,551362158.00,106.89,0.002156
19720518,556740094.00,107.94,0.009823
19720519,562144796.00,108.98,0.009635
19720522,565834478.00,109.69,0.006515
19720523,566375922.00,109.78,0.000820
19720524,568965639.00,110.31,0.004828
19720525,569851087.00,110.46,0.001360
19720526,570837869.00,110.66,0.001811
19720530,569250786.00,110.35,-0.002801
19720531,564940979.00,109.53,-0.007431
19720601,565805135.00,109.69,0.001461
19720602,566158156.00,109.73,0.000365
19720605,561470577.00,108.82,-0.008293
19720606,558368174.00,108.21,-0.005606
19720607,555518952.00,107.65,-0.005175
19720608,553561879.00,107.28,-0.003437
19720609,551341010.00,106.86,-0.003915
19720612,552051540.00,107.01,0.001404
19720613,554888697.00,107.55,0.005046
19720614,559260510.00,108.39,0.007810
19720615,559560047.00,108.44,0.000461
19720616,555145188.00,108.36,-0.000738
19720619,557778683.00,108.11,-0.002307
19720620,560141922.00,108.56,0.004162
19720621,561398620.00,108.79,0.002119
19720622,560960139.00,108.68,-0.001011
19720623,558840419.00,108.27,-0.003773
19720626,554720680.00,107.48,-0.007297
19720627,554163079.00,107.37,-0.001023
19720628,552405249.00,107.02,-0.003260
19720629,551356412.00,106.82,-0.001869
19720630,553085990.00,107.14,0.002996
19720703,554846362.00,107.49,0.003267
19720705,558043044.00,108.10,0.005675
19720706,562882375.00,109.04,0.008696
19720707,560401240.00,108.69,-0.003210
19720710,558073304.00,108.11,-0.005336
19720711,553978386.00,107.32,-0.007307
19720712,551707457.00,106.89,-0.004007
19720713,548190320.00,106.28,-0.005707
19720714,551174353.00,106.80,0.004893
19720717,546403440.00,105.88,-0.008614
19720718,546244449.00,105.83,-0.000472
19720719,547822444.00,106.14,0.002929
19720720,546116675.00,105.81,-0.003109
19720721,550552484.00,106.66,0.008033
19720724,557057973.00,107.92,0.011813
19720725,555434129.00,107.60,-0.002965
19720726,555102141.00,107.53,-0.000651
19720727,553780320.00,107.28,-0.002325
19720728,554332996.00,107.38,0.000932
19720731,554340684.00,107.39,0.000093
19720801,559597217.00,108.40,0.009405
19720802,564172111.00,109.29,0.008210
19720803,568535978.00,110.14,0.007777
19720804,570071594.00,110.43,0.002633
19720807,571035480.00,110.61,0.001630
19720808,571438625.00,110.69,0.000723
19720809,572343718.00,110.86,0.001536
19720810,573436805.00,111.05,0.001714
19720811,578104246.00,111.95,0.008104
19720814,581115805.00,112.55,0.005360
19720815,578588774.00,112.06,-0.004354
19720816,576557265.00,111.66,-0.003570
19720817,574963141.00,111.34,-0.002866
19720818,577150335.00,111.76,0.003772
19720821,576870351.00,111.72,-0.000358
19720822,580458695.00,112.41,0.006176
19720823,579624201.00,112.26,-0.001334
19720824,572248932.00,111.02,-0.011046
19720825,571379531.00,110.67,-0.003153
19720828,569063808.00,110.23,-0.003976
19720829,570007790.00,110.41,0.001633
19720830,570845533.00,110.57,0.001449
19720831,573547922.00,111.09,0.004703
19720901,575753518.00,111.51,0.003781
19720905,574262698.00,111.23,-0.002511
19720906,570698543.00,110.55,-0.006113
19720907,569343679.00,110.29,-0.002352
19720908,568658225.00,110.15,-0.001269
19720911,565357716.00,109.51,-0.005810
19720912,559964953.00,108.47,-0.009497
19720913,562128381.00,108.90,0.003964
19720914,565147078.00,108.93,0.000275
19720915,564500459.00,108.81,-0.001102
19720918,563482473.00,108.61,-0.001838
19720919,563193365.00,108.55,-0.000552
19720920,563420742.00,108.60,0.000461
19720921,562936338.00,108.43,-0.001565
19720922,563466222.00,108.52,0.000830
19720925,561060470.00,108.05,-0.004331
19720926,561632594.00,108.17,0.001111
19720927,569402431.00,109.66,0.013775
19720928,575056364.00,110.35,0.006292
19720929,576108284.00,110.55,0.001812
19721002,574113357.00,110.16,-0.003528
19721003,574874224.00,110.30,0.001271
19721004,573607289.00,110.09,-0.001904
19721005,567265258.00,108.89,-0.010900
19721006,571149688.00,109.62,0.006704
19721009,572673888.00,109.90,0.002554
19721010,573183844.00,109.99,0.000819
19721011,570596052.00,109.50,-0.004455
19721012,565867687.00,108.60,-0.008219
19721013,562331248.00,107.92,-0.006262
19721016,556298575.00,106.77,-0.010656
19721017,560132523.00,107.50,0.006837
19721018,563749538.00,108.19,0.006419
19721019,563099406.00,108.05,-0.001294
19721020,569319402.00,109.24,0.011013
19721023,575173076.00,110.35,0.010161
19721024,577589784.00,110.81,0.004169
19721025,577087393.00,110.72,-0.000812
19721026,578494124.00,110.99,0.002439
19721027,576555770.00,110.62,-0.003334
19721030,576357652.00,110.59,-0.000271
19721031,581582968.00,111.58,0.008952
19721101,587242156.00,112.67,0.009769
19721102,590203232.00,113.23,0.004970
19721103,595394568.00,114.22,0.008743
19721106,594145301.00,113.98,-0.002101
19721108,590510308.00,113.35,-0.005527
19721109,591688590.00,113.50,0.001323
19721110,592812650.00,113.73,0.002026
19721113,593751180.00,113.90,0.001495
19721114,599281622.00,114.95,0.009219
19721115,596845207.00,114.50,-0.003915
19721116,600111611.00,115.13,0.005502
19721117,601800558.00,115.49,0.003127
19721120,601956320.00,115.53,0.000346
19721121,605385085.00,116.21,0.005886
19721122,609128020.00,116.90,0.005938
19721124,611019544.00,117.27,0.003165
19721127,608095156.00,116.72,-0.004690
19721128,606758053.00,116.47,-0.002142
19721129,607021371.00,116.52,0.000429
19721130,607854861.00,116.67,0.001287
19721201,611570609.00,117.38,0.006086
19721204,613596243.00,117.77,0.003323
19721205,612519398.00,117.58,-0.001613
19721206,614711721.00,118.01,0.003657
19721207,617793922.00,118.60,0.005000
19721208,619200876.00,118.86,0.002192
19721211,620559057.00,119.12,0.002187
19721212,618195814.00,118.66,-0.003862
19721213,617643096.00,118.56,-0.000843
19721214,616088893.00,118.24,-0.002699
19721215,616167827.00,118.26,0.000169
19721218,609063440.00,116.90,-0.011500
19721219,606189302.00,116.34,-0.004790
19721220,604161880.00,115.95,-0.003352
19721221,599762398.00,115.11,-0.007245
19721222,603614488.00,115.83,0.006255
19721226,606046213.00,116.30,0.004058
19721227,609367458.00,116.93,0.005417
19721229,626697189.00,118.05,0.009578
19730102,632239330.00,119.10,0.008895
19730103,634778679.00,119.57,0.003946
19730104,633470944.00,119.40,-0.001422
19730105,635921071.00,119.87,0.003936
19730108,635767798.00,119.85,-0.000167
19730109,635213624.00,119.73,-0.001001
19730110,633694668.00,119.43,-0.002506
19730111,638027820.00,120.24,0.006782
19730112,632903959.00,119.30,-0.007818
19730115,628273589.00,118.44,-0.007209
19730116,626659621.00,118.14,-0.002533
19730117,629492813.00,118.68,0.004571
19730118,630403900.00,118.85,0.001432
19730119,629967955.00,118.78,-0.000589
19730122,626907474.00,118.21,-0.004799
19730123,626982412.00,118.22,0.000085
19730124,619030412.00,116.73,-0.012604
19730126,617520632.00,116.45,-0.002399
19730129,615174313.00,116.01,-0.003778
19730130,614305144.00,115.83,-0.001552
19730131,615367335.00,116.03,0.001727
19730201,608588763.00,114.76,-0.010945
19730202,606379702.00,114.35,-0.003573
19730205,605763508.00,114.23,-0.001049
19730206,606978477.00,114.45,0.001926
19730207,602813171.00,113.66,-0.006903
19730208,600200426.00,113.16,-0.004399
19730209,608323234.00,114.68,0.013432
19730212,615566636.00,116.06,0.012033
19730213,619328800.00,116.78,0.006204
19730214,610388864.00,115.10,-0.014386
19730215,606440862.00,114.45,-0.005647
19730216,609279321.00,114.98,0.004631
19730220,611511906.00,115.40,0.003653
19730221,607682672.00,114.69,-0.006153
19730222,606227742.00,114.44,-0.002180
19730223,599291911.00,113.16,-0.011185
19730226,594096744.00,112.19,-0.008572
19730227,587270007.00,110.90,-0.011498
19730228,591396738.00,111.68,0.007033
19730301,589090952.00,111.05,-0.005641
19730302,595617450.00,112.28,0.011076
19730305,597668556.00,112.68,0.003563
19730306,605157419.00,114.10,0.012602
19730307,607191373.00,114.45,0.003067
19730308,606061228.00,114.23,-0.001922
19730309,603668976.00,113.79,-0.003852
19730312,604078109.00,113.86,0.000615
19730313,607389266.00,114.48,0.005445
19730314,610085441.00,114.98,0.004368
19730315,605527026.00,114.12,-0.007480
19730316,602465574.00,113.54,-0.005082
19730319,595147867.00,112.17,-0.012066
19730320,593887668.00,111.95,-0.001961
19730321,586005259.00,110.49,-0.013042
19730322,577197986.00,108.84,-0.014933
19730323,577367549.00,108.88,0.000368
19730326,582473333.00,109.84,0.008817
19730327,591638950.00,111.56,0.015659
19730328,591995894.00,111.62,0.000538
19730329,598015389.00,112.71,0.009765
19730330,591285424.00,111.52,-0.010558
19730402,584553986.00,110.18,-0.012016
19730403,579520965.00,109.24,-0.008531
19730404,576954273.00,108.77,-0.004302
19730405,575620157.00,108.52,-0.002298
19730406,579649933.00,109.28,0.007003
19730409,588093598.00,110.86,0.014458
19730410,595350871.00,112.21,0.012178
19730411,597924704.00,112.68,0.004189
19730412,597291189.00,112.58,-0.000887
19730413,594615900.00,112.08,-0.004441
19730416,591165831.00,111.44,-0.005710
19730417,588538372.00,110.94,-0.004487
19730418,591704828.00,111.54,0.005408
19730419,595063737.00,112.17,0.005648
19730423,591840803.00,111.57,-0.005349
19730424,583390331.00,109.99,-0.014162
19730425,574608371.00,108.34,-0.015001
19730426,577471153.00,108.89,0.005077
19730427,568602365.00,107.23,-0.015245
19730430,567244613.00,106.97,-0.002425
19730501,567899870.00,107.10,0.001215
19730502,575103828.00,108.43,0.012418
19730503,584618896.00,110.22,0.016508
19730504,588688940.00,111.00,0.007077
19730507,586222857.00,110.53,-0.004234
19730508,590054667.00,111.25,0.006514
19730509,585703637.00,110.44,-0.007281
19730510,580976619.00,109.54,-0.008149
19730511,573685221.00,108.17,-0.012507
19730514,561050588.00,105.90,-0.020985
19730515,565208074.00,106.57,0.006327
19730516,564473629.00,106.43,-0.001314
19730517,559818455.00,105.56,-0.008174
19730518,550796963.00,103.86,-0.016105
19730521,544813844.00,102.73,-0.010880
19730522,549325146.00,103.58,0.008274
19730523,552086718.00,104.07,0.004731
19730524,568394275.00,107.14,0.029499
19730525,572612799.00,107.94,0.007467
19730529,570320229.00,107.51,-0.003984
19730530,561791350.00,105.91,-0.014882
19730531,563510443.00,104.95,-0.009064
19730601,557976355.00,103.93,-0.009719
19730604,552748376.00,102.97,-0.009237
19730605,561622186.00,104.62,0.016024
19730606,559965350.00,104.31,-0.002963
19730607,568223978.00,105.84,0.014668
19730608,574676270.00,107.03,0.011243
19730611,572941000.00,106.70,-0.003083
19730612,581491909.00,108.29,0.014902
19730613,577737115.00,107.60,-0.006372
19730614,571294209.00,106.40,-0.011152
19730615,564289701.00,105.10,-0.012218
19730618,556135815.00,103.60,-0.014272
19730619,558311204.00,103.99,0.003764
19730620,560711473.00,104.44,0.004327
19730621,554085988.00,103.21,-0.011777
19730622,556758428.00,103.70,0.004748
19730625,548965507.00,102.25,-0.013983
19730626,554696647.00,103.30,0.010269
19730627,556440220.00,103.62,0.003098
19730628,562165432.00,104.69,0.010326
19730629,559852115.00,104.26,-0.004107
19730702,552498590.00,102.90,-0.013044
19730703,546864733.00,101.87,-0.010010
19730705,546336056.00,101.78,-0.000883
19730706,543645000.00,101.28,-0.004913
19730709,548277710.00,102.14,0.008491
19730710,555821249.00,103.52,0.013511
19730711,568152165.00,105.80,0.022025
19730712,566536719.00,105.50,-0.002836
19730713,558923102.00,104.09,-0.013365
19730716,567550855.00,105.67,0.015179
19730717,567739440.00,105.72,0.000473
19730718,571126454.00,106.35,0.005959
19730719,572202391.00,106.55,0.001881
19730720,575452399.00,107.14,0.005537
19730723,577437143.00,107.52,0.003547
19730724,580573157.00,108.14,0.005766
19730725,588921671.00,109.64,0.013871
19730726,589933371.00,109.85,0.001915
19730727,588422084.00,109.59,-0.002367
19730730,586601639.00,109.25,-0.003102
19730731,580990000.00,108.22,-0.009428
19730801,573487712.00,106.83,-0.012844
19730802,573097612.00,106.67,-0.001498
19730803,572124764.00,106.49,-0.001687
19730806,573389920.00,106.73,0.002254
19730807,572328806.00,106.55,-0.001686
19730808,567033854.00,105.55,-0.009385
19730809,567374230.00,105.61,0.000568
19730810,562803139.00,104.77,-0.007954
19730813,557140668.00,103.71,-0.010117
19730814,551759869.00,102.71,-0.009642
19730815,553515374.00,103.01,0.002921
19730816,549609869.00,102.29,-0.006990
19730817,549868280.00,102.31,0.000196
19730820,546111853.00,101.61,-0.006842
19730821,542200218.00,100.89,-0.007086
19730822,540259218.00,100.53,-0.003568
19730823,547738041.00,101.91,0.013727
19730824,546183468.00,101.62,-0.002846
19730827,550414338.00,102.42,0.007872
19730828,553669004.00,103.02,0.005858
19730829,558997268.00,104.03,0.009804
19730830,558196764.00,103.88,-0.001442
19730831,560143940.00,104.25,0.003562
19730904,561667362.00,104.51,0.002494
19730905,562405664.00,104.64,0.001244
19730906,565181718.00,105.15,0.004874
19730907,563082836.00,104.76,-0.003709
19730910,558202090.00,103.85,-0.008687
19730911,554821384.00,103.22,-0.006066
19730912,553973567.00,103.06,-0.001550
19730913,555744942.00,103.36,0.002911
19730914,561654522.00,104.44,0.010449
19730917,560086174.00,104.15,-0.002777
19730918,557977020.00,103.77,-0.003649
19730919,569433852.00,105.88,0.020333
19730920,574207730.00,106.76,0.008311
19730921,576567881.00,107.20,0.004121
19730924,577417951.00,107.36,0.001493
19730925,581095338.00,108.05,0.006427
19730926,585268687.00,108.83,0.007219
19730927,586775821.00,109.08,0.002297
19730928,583169144.00,108.43,-0.005959
19731001,581953842.00,108.21,-0.002029
19731002,585178900.00,108.79,0.005360
19731003,585056682.00,108.78,-0.000092
19731004,583056490.00,108.41,-0.003401
19731005,590853766.00,109.85,0.013283
19731008,592940665.00,110.23,0.003459
19731009,554457694.00,110.13,-0.000907
19731010,587556094.00,109.22,-0.008263
19731011,597560804.00,111.09,0.017121
19731012,599525086.00,111.44,0.003151
19731015,592041247.00,110.05,-0.012473
19731016,592729455.00,110.19,0.001272
19731017,591446760.00,109.97,-0.001997
19731018,591626912.00,110.01,0.000364
19731019,592827115.00,110.22,0.001909
19731022,587025778.00,109.16,-0.009617
19731023,590209863.00,109.75,0.005405
19731024,592969207.00,110.27,0.004738
19731025,594288927.00,110.50,0.002086
19731026,598996049.00,111.38,0.007964
19731029,597709722.00,111.15,-0.002065
19731030,588004875.00,109.33,-0.016374
19731031,582331588.00,108.29,-0.009512
19731101,579102198.00,107.69,-0.005541
19731102,575796738.00,107.07,-0.005757
19731105,567588387.00,105.52,-0.014477
19731106,564583000.00,104.96,-0.005307
19731107,569146774.00,105.80,0.008003
19731108,575652281.00,107.02,0.011531
19731109,566248466.00,105.30,-0.016072
19731112,561726783.00,104.44,-0.008167
19731113,561386599.00,104.36,-0.000766
19731114,551039494.00,102.45,-0.018302
19731115,551765670.00,102.43,-0.000195
19731116,559497522.00,103.88,0.014156
19731119,542374698.00,100.71,-0.030516
19731120,531415466.00,98.66,-0.020355
19731121,537435647.00,99.76,0.011149
19731123,535844707.00,99.44,-0.003208
19731126,520647050.00,96.58,-0.028761
19731127,515880551.00,95.70,-0.009112
19731128,526360902.00,97.65,0.020376
19731129,524605371.00,97.31,-0.003482
19731130,517289633.00,95.96,-0.013873
19731203,506219425.00,93.90,-0.021467
19731204,504469228.00,93.59,-0.003301
19731205,496717653.00,92.16,-0.015279
19731206,508964546.00,94.42,0.024523
19731207,520327501.00,96.51,0.022135
19731210,527893368.00,97.95,0.014921
19731211,517757540.00,96.04,-0.019500
19731212,504358897.00,93.57,-0.025718
19731213,497924063.00,92.38,-0.012718
19731214,502898211.00,93.29,0.009851
19731217,499962959.00,92.75,-0.005788
19731218,510709770.00,94.74,0.021456
19731219,511109166.00,94.82,0.000844
19731220,509534888.00,94.55,-0.002848
19731221,503940787.00,93.54,-0.010682
19731224,500475144.00,92.90,-0.006842
19731226,515969392.00,95.74,0.030571
19731227,526783013.00,97.74,0.020890
19731228,525827492.00,97.54,-0.002046
19731231,526208833.00,97.55,0.000103
19740102,527061759.00,97.68,0.001333
19740103,538381973.00,99.80,0.021704
19740104,533536652.00,98.90,-0.009018
19740107,529075944.00,98.07,-0.008392
19740108,518538717.00,96.12,-0.019884
19740109,503917835.00,93.42,-0.028090
19740110,498349475.00,92.39,-0.011025
19740111,505300059.00,93.66,0.013746
19740114,503983461.00,93.42,-0.002562
19740115,508436229.00,94.23,0.008671
19740116,516280052.00,95.67,0.015282
19740117,525081386.00,97.30,0.017038
19740118,515659267.00,95.56,-0.017883
19740121,514894193.00,95.40,-0.001674
19740122,521119044.00,96.55,0.012055
19740123,523838379.00,97.07,0.005386
19740124,522478603.00,96.82,-0.002575
19740125,521400558.00,96.63,-0.001962
19740128,518507224.00,96.09,-0.005588
19740129,516640727.00,96.01,-0.000833
19740130,523830315.00,97.06,0.010936
19740131,521083068.00,96.57,-0.005048
19740201,514320248.00,95.32,-0.012944
19740204,503263118.00,93.29,-0.021297
19740205,501641358.00,93.00,-0.003109
19740206,502789692.00,93.26,0.002796
19740207,502998114.00,93.30,0.000429
19740208,497739704.00,92.33,-0.010397
19740211,488698970.00,90.66,-0.018087
19740212,490201386.00,90.94,0.003088
19740213,490405896.00,90.98,0.000440
19740214,490231322.00,90.95,-0.000330
19740215,497448264.00,92.27,0.014513
19740219,496626179.00,92.12,-0.001626
19740220,503882538.00,93.44,0.014329
19740221,510764907.00,94.71,0.013592
19740222,514459691.00,95.39,0.007180
19740225,512493328.00,95.03,-0.003774
19740226,517712695.00,96.00,0.010207
19740227,519967602.00,96.40,0.004167
19740228,518891052.00,96.22,-0.001867
19740301,515182543.00,95.53,-0.007171
19740304,515254762.00,95.53,0.000000
19740305,524890509.00,97.32,0.018738
19740306,528433666.00,97.98,0.006782
19740307,522792476.00,96.94,-0.010614
19740308,527418702.00,97.78,0.008665
19740311,533356882.00,98.88,0.011250
19740312,534841112.00,99.15,0.002731
19740313,537994426.00,99.74,0.005951
19740314,537567587.00,99.65,-0.000902
19740315,535552724.00,99.28,-0.003713
19740318,528583337.00,98.05,-0.012389
19740319,524168224.00,97.23,-0.008363
19740320,526082579.00,97.57,0.003497
19740321,525050997.00,97.34,-0.002357
19740322,524653598.00,97.27,-0.000719
19740325,526727503.00,97.64,0.003804
19740326,528381036.00,97.95,0.003175
19740327,520941190.00,96.59,-0.013885
19740328,511346812.00,94.82,-0.018325
19740329,507050428.00,93.98,-0.008859
19740401,503174254.00,93.25,-0.007768
19740402,503627295.00,93.35,0.001072
19740403,508940000.00,94.33,0.010498
19740404,508906125.00,94.33,0.000000
19740405,501783162.00,93.01,-0.013993
19740408,496534731.00,92.03,-0.010537
19740409,499727634.00,92.61,0.006302
19740410,498523996.00,92.40,-0.002268
19740411,497906953.00,92.12,-0.003030
19740415,497516069.00,92.05,-0.000760
19740416,506257589.00,93.66,0.017490
19740417,509952442.00,94.36,0.007474
19740418,512211699.00,94.78,0.004451
19740419,506565433.00,93.75,-0.010867
19740422,504548859.00,93.38,-0.003947
19740423,496064818.00,91.81,-0.016813
19740424,487855980.00,90.30,-0.016447
19740425,483806732.00,89.57,-0.008084
19740426,487113114.00,90.18,0.006810
19740429,486162023.00,90.00,-0.001996
19740430,487884371.00,90.31,0.003444
19740501,498253057.00,92.22,0.021149
19740502,497652317.00,92.09,-0.001410
19740503,493320347.00,91.29,-0.008687
19740506,492347239.00,91.12,-0.001862
19740507,493413868.00,91.46,0.003731
19740508,495121616.00,91.64,0.001968
19740509,502002353.00,92.96,0.014404
19740510,493875156.00,91.47,-0.016028
19740513,489495376.00,90.66,-0.008855
19740514,489753964.00,90.69,0.000331
19740515,488558499.00,90.45,-0.002646
19740516,484543484.00,89.72,-0.008071
19740517,476389927.00,88.21,-0.016830
19740520,474461215.00,87.86,-0.003968
19740521,474781614.00,87.91,0.000569
19740522,470379791.00,87.09,-0.009328
19740523,471490631.00,87.29,0.002296
19740524,478504969.00,88.58,0.014778
19740528,477361032.00,88.37,-0.002371
19740529,469297603.00,86.89,-0.016748
19740530,472281309.00,87.43,0.006215
19740531,471498804.00,87.28,-0.001716
19740603,481144792.00,89.10,0.020852
19740604,486761904.00,90.14,0.011672
19740605,487634503.00,90.31,0.001886
19740606,496671354.00,91.96,0.018270
19740607,499880694.00,92.55,0.006416
19740610,502921683.00,93.10,0.005943
19740611,498302723.00,92.28,-0.008808
19740612,497243921.00,92.06,-0.002384
19740613,498544004.00,92.34,0.003041
19740614,493005550.00,91.30,-0.011263
19740617,486199281.00,90.04,-0.013801
19740618,482980282.00,89.45,-0.006553
19740619,479728401.00,88.84,-0.006819
19740620,476414201.00,88.21,-0.007091
19740621,472340932.00,87.46,-0.008502
19740624,473623132.00,87.69,0.002630
19740625,480580399.00,88.98,0.014711
19740626,473051056.00,87.67,-0.014722
19740627,466170768.00,86.31,-0.015513
19740628,464425537.00,86.00,-0.003592
19740701,464566933.00,86.02,0.000233
19740702,455201018.00,84.30,-0.019995
19740703,454915238.00,84.25,-0.000593
19740705,451797152.00,83.66,-0.007003
19740708,437880050.00,81.09,-0.030720
19740709,439987515.00,81.48,0.004809
19740710,431863807.00,79.99,-0.018287
19740711,431251093.00,79.89,-0.001250
19740712,448862942.00,83.15,0.040806
19740715,452300045.00,83.78,0.007577
19740716,447000478.00,82.81,-0.011578
19740717,451750943.00,83.70,0.010747
19740718,452316928.00,83.78,0.000956
19740719,450980268.00,83.54,-0.002865
19740722,452485437.00,83.81,0.003232
19740723,456986036.00,84.65,0.010023
19740724,458768873.00,84.99,0.004017
19740725,453226630.00,83.98,-0.011884
19740726,444655483.00,82.40,-0.018814
19740729,436715001.00,80.94,-0.017718
19740730,434314060.00,80.50,-0.005436
19740731,427967948.00,79.31,-0.014783
19740801,424940925.00,78.75,-0.007061
19740802,424105238.00,78.59,-0.002032
19740805,427911089.00,79.29,0.008907
19740806,434591066.00,80.52,0.015513
19740807,446135096.00,82.65,0.026453
19740808,440289246.00,81.57,-0.013067
19740809,436350274.00,80.86,-0.008704
19740812,430332643.00,79.75,-0.013727
19740813,423548623.00,78.49,-0.015799
19740814,414186290.00,76.73,-0.022423
19740815,411918840.00,76.30,-0.005604
19740816,408610466.00,75.67,-0.008257
19740819,402714589.00,74.57,-0.014537
19740820,404699006.00,74.95,0.005096
19740821,396856565.00,73.51,-0.019213
19740822,393087728.00,72.80,-0.009659
19740823,386295271.00,71.55,-0.017170
19740826,388883932.00,72.16,0.008526
19740827,383003298.00,70.94,-0.016907
19740828,382000333.00,70.76,-0.002537
19740829,377737442.00,69.99,-0.010882
19740830,389555362.00,72.15,0.030862
19740903,380627064.00,70.52,-0.022592
19740904,370789892.00,68.69,-0.025950
19740905,382550889.00,70.87,0.031737
19740906,385610319.00,71.42,0.007761
19740909,376343952.00,69.72,-0.023803
19740910,373782670.00,69.24,-0.006885
19740911,369991909.00,68.55,-0.009965
19740912,359938149.00,66.71,-0.026842
19740913,351785856.00,65.20,-0.022635
19740916,357602830.00,66.26,0.016258
